ID,lsoa01cd,lsoa01nm,mh_crude_tot,mh_tot
2932,E01002932,Kingston upon Thames 006A,777,2.203073
2933,E01002933,Kingston upon Thames 004A,798,2.31763
2934,E01002934,Kingston upon Thames 004B,135,-1.299089
2935,E01002935,Kingston upon Thames 003A,243,-0.7099403
2936,E01002936,Kingston upon Thames 004C,265,-0.5899285
2937,E01002937,Kingston upon Thames 004D,226,-0.8026766
2938,E01002938,Kingston upon Thames 003B,240,-0.7263055
2939,E01002939,Kingston upon Thames 018A,549,0.9593148
2940,E01002940,Kingston upon Thames 020A,435,0.3374354
2941,E01002941,Kingston upon Thames 018B,376,0.01558562
2942,E01002942,Kingston upon Thames 018C,323,-0.2735337
2943,E01002943,Kingston upon Thames 020B,494,0.6592853
2944,E01002944,Kingston upon Thames 019A,401,0.1519627
2945,E01002945,Kingston upon Thames 019B,366,-0.0389652
2946,E01002946,Kingston upon Thames 019C,370,-0.01714487
2947,E01002947,Kingston upon Thames 019D,316,-0.3117193
2948,E01002948,Kingston upon Thames 020C,566,1.052051
2949,E01002949,Kingston upon Thames 020D,247,-0.6881199
2950,E01002950,Kingston upon Thames 020E,505,0.7192912
2951,E01002951,Kingston upon Thames 003C,215,-0.8626825
2952,E01002952,Kingston upon Thames 002A,343,-0.1644321
2953,E01002953,Kingston upon Thames 002B,277,-0.5244675
2954,E01002954,Kingston upon Thames 003D,994,3.386826
2955,E01002955,Kingston upon Thames 002C,235,-0.7535809
2956,E01002956,Kingston upon Thames 002D,274,-0.5408327
2957,E01002957,Kingston upon Thames 003E,381,0.04286103
2958,E01002958,Kingston upon Thames 008C,289,-0.4590065
2959,E01002959,Kingston upon Thames 002E,258,-0.628114
2960,E01002960,Kingston upon Thames 006B,347,-0.1426117
2961,E01002961,Kingston upon Thames 008D,215,-0.8626825
2962,E01002962,Kingston upon Thames 006C,306,-0.3662701
2963,E01002963,Kingston upon Thames 007D,290,-0.4535514
2964,E01002964,Kingston upon Thames 005A,483,0.5992794
2965,E01002965,Kingston upon Thames 009A,272,-0.5517429
2966,E01002966,Kingston upon Thames 010C,456,0.4519922
2967,E01002967,Kingston upon Thames 009B,207,-0.9063232
2968,E01002968,Kingston upon Thames 009C,425,0.2828846
2969,E01002969,Kingston upon Thames 005B,904,2.895869
2970,E01002970,Kingston upon Thames 006D,536,0.8883987
2971,E01002971,Kingston upon Thames 005C,323,-0.2735337
2972,E01002972,Kingston upon Thames 005D,367,-0.03351011
2973,E01002973,Kingston upon Thames 006E,546,0.9429495
2974,E01002974,Kingston upon Thames 005E,351,-0.1207914
2975,E01002975,Kingston upon Thames 012A,206,-0.9117783
2976,E01002976,Kingston upon Thames 015A,238,-0.7372157
2977,E01002977,Kingston upon Thames 012B,481,0.5883692
2978,E01002978,Kingston upon Thames 015B,170,-1.108161
2979,E01002979,Kingston upon Thames 015C,194,-0.9772393
2980,E01002980,Kingston upon Thames 012C,318,-0.3008091
2981,E01002981,Kingston upon Thames 012D,321,-0.2844439
2982,E01002982,Kingston upon Thames 015D,757,2.093972
2983,E01002983,Kingston upon Thames 015E,246,-0.693575
2984,E01002984,Kingston upon Thames 012E,444,0.3865312
2985,E01002985,Kingston upon Thames 007E,219,-0.8408622
2986,E01002986,Kingston upon Thames 008E,342,-0.1698872
2987,E01002987,Kingston upon Thames 011B,758,2.099427
2988,E01002988,Kingston upon Thames 011C,280,-0.5081022
2989,E01002989,Kingston upon Thames 011D,191,-0.9936045
2990,E01002990,Kingston upon Thames 009D,251,-0.6662996
2991,E01002991,Kingston upon Thames 009E,354,-0.1044262
2992,E01002992,Kingston upon Thames 010D,157,-1.179077
2993,E01002993,Kingston upon Thames 013C,413,0.2174236
2994,E01002994,Kingston upon Thames 016A,768,2.153978
2995,E01002995,Kingston upon Thames 013D,646,1.488458
2996,E01002996,Kingston upon Thames 016B,435,0.3374354
2997,E01002997,Kingston upon Thames 016C,269,-0.5681081
2998,E01002998,Kingston upon Thames 016D,376,0.01558562
2999,E01002999,Kingston upon Thames 013E,421,0.2610643
3000,E01003000,Kingston upon Thames 017C,489,0.6320099
3001,E01003001,Kingston upon Thames 017D,222,-0.824497
3002,E01003002,Kingston upon Thames 016E,466,0.506543
3003,E01003003,Kingston upon Thames 017E,572,1.084782
3004,E01003004,Kingston upon Thames 018D,292,-0.4426412
3005,E01003005,Kingston upon Thames 018E,337,-0.1971626
3006,E01003006,Kingston upon Thames 001A,341,-0.1753422
3007,E01003007,Kingston upon Thames 001B,294,-0.4317311
3008,E01003008,Kingston upon Thames 001C,228,-0.7917665
3009,E01003009,Kingston upon Thames 001D,302,-0.3880904
3010,E01003010,Kingston upon Thames 001E,291,-0.4480963
3011,E01003011,Kingston upon Thames 004E,229,-0.7863114
3012,E01003012,Lambeth 001A,456,0.4519922
3013,E01003013,Lambeth 001B,184,-1.03179
3014,E01003014,Lambeth 001C,343,-0.1644321
3015,E01003015,Lambeth 002A,459,0.4683574
3016,E01003016,Lambeth 001D,369,-0.02259995
3017,E01003017,Lambeth 001E,489,0.6320099
3018,E01003018,Lambeth 020A,333,-0.2189829
3019,E01003019,Lambeth 015A,263,-0.6008386
3020,E01003020,Lambeth 016A,263,-0.6008386
3021,E01003021,Lambeth 021A,954,3.168623
3022,E01003022,Lambeth 021B,265,-0.5899285
3023,E01003023,Lambeth 021C,339,-0.1862524
3024,E01003024,Lambeth 021D,326,-0.2571685
3025,E01003025,Lambeth 021E,367,-0.03351011
3026,E01003026,Lambeth 019A,306,-0.3662701
3027,E01003027,Lambeth 019B,157,-1.179077
3028,E01003028,Lambeth 019C,368,-0.02805503
3029,E01003029,Lambeth 017A,474,0.5501836
3030,E01003030,Lambeth 019D,216,-0.8572275
3031,E01003031,Lambeth 023A,249,-0.6772098
3032,E01003032,Lambeth 017B,434,0.3319804
3033,E01003033,Lambeth 019E,201,-0.9390537
3034,E01003034,Lambeth 012A,310,-0.3444498
3035,E01003035,Lambeth 012B,256,-0.6390242
3036,E01003036,Lambeth 012C,447,0.4028964
3037,E01003037,Lambeth 013A,921,2.988605
3038,E01003038,Lambeth 013B,244,-0.7044852
3039,E01003039,Lambeth 013C,135,-1.299089
3040,E01003040,Lambeth 013D,175,-1.080886
3041,E01003041,Lambeth 017C,849,2.595839
3042,E01003042,Lambeth 013E,1381,5.497943
3043,E01003043,Lambeth 018A,388,0.0810466
3044,E01003044,Lambeth 018B,383,0.05377119
3045,E01003045,Lambeth 011A,364,-0.04987536
3046,E01003046,Lambeth 009A,419,0.2501541
3047,E01003047,Lambeth 011B,600,1.237524
3048,E01003048,Lambeth 009B,414,0.2228787
3049,E01003049,Lambeth 011C,398,0.1355974
3050,E01003050,Lambeth 016B,372,-0.006234706
3051,E01003051,Lambeth 018C,584,1.150243
3052,E01003052,Lambeth 016C,400,0.1465076
3053,E01003053,Lambeth 015B,192,-0.9881494
3054,E01003054,Lambeth 015C,266,-0.5844734
3055,E01003055,Lambeth 016D,718,1.881224
3056,E01003056,Lambeth 015D,416,0.2337889
3057,E01003057,Lambeth 017D,443,0.3810761
3058,E01003058,Lambeth 015E,329,-0.2408032
3059,E01003059,Lambeth 011D,684,1.695751
3060,E01003060,Lambeth 011E,401,0.1519627
3061,E01003061,Lambeth 011F,334,-0.2135278
3062,E01003062,Lambeth 033A,284,-0.4862819
3063,E01003063,Lambeth 033B,634,1.422997
3064,E01003064,Lambeth 028A,180,-1.05361
3065,E01003065,Lambeth 031A,598,1.226614
3066,E01003066,Lambeth 028B,530,0.8556682
3067,E01003067,Lambeth 033C,281,-0.5026471
3068,E01003068,Lambeth 031B,488,0.6265548
3069,E01003069,Lambeth 033D,389,0.08650168
3070,E01003070,Lambeth 033E,521,0.8065725
3071,E01003071,Lambeth 018D,321,-0.2844439
3072,E01003072,Lambeth 014A,481,0.5883692
3073,E01003073,Lambeth 014B,540,0.910219
3074,E01003074,Lambeth 018E,545,0.9374944
3075,E01003075,Lambeth 009C,642,1.466637
3076,E01003076,Lambeth 014C,283,-0.491737
3077,E01003077,Lambeth 014D,451,0.4247168
3078,E01003078,Lambeth 014E,327,-0.2517134
3079,E01003079,Lambeth 027A,789,2.268534
3080,E01003080,Lambeth 027B,230,-0.7808563
3081,E01003081,Lambeth 028C,463,0.4901777
3082,E01003082,Lambeth 031C,781,2.224894
3083,E01003083,Lambeth 030A,456,0.4519922
3084,E01003084,Lambeth 030B,264,-0.5953835
3085,E01003085,Lambeth 030C,303,-0.3826353
3086,E01003086,Lambeth 031D,483,0.5992794
3087,E01003087,Lambeth 031E,513,0.7629318
3088,E01003088,Lambeth 010A,298,-0.4099108
3089,E01003089,Lambeth 008A,270,-0.562653
3090,E01003090,Lambeth 012D,258,-0.628114
3091,E01003091,Lambeth 008B,301,-0.3935455
3092,E01003092,Lambeth 008C,645,1.483003
3093,E01003093,Lambeth 010B,292,-0.4426412
3094,E01003094,Lambeth 010C,500,0.6920158
3095,E01003095,Lambeth 012E,139,-1.277269
3096,E01003096,Lambeth 010D,404,0.1683279
3097,E01003097,Lambeth 006A,533,0.8720335
3098,E01003098,Lambeth 005A,303,-0.3826353
3099,E01003099,Lambeth 005B,272,-0.5517429
3100,E01003100,Lambeth 005C,176,-1.075431
3101,E01003101,Lambeth 003A,291,-0.4480963
3102,E01003102,Lambeth 004A,718,1.881224
3103,E01003103,Lambeth 004B,563,1.035686
3104,E01003104,Lambeth 004C,241,-0.7208504
3105,E01003105,Lambeth 003B,580,1.128422
3106,E01003106,Lambeth 003C,331,-0.2298931
3107,E01003107,Lambeth 003D,331,-0.2298931
3108,E01003108,Lambeth 002B,436,0.3428905
3109,E01003109,Lambeth 003E,393,0.108322
3110,E01003110,Lambeth 002C,550,0.9647698
3111,E01003111,Lambeth 002D,628,1.390266
3112,E01003112,Lambeth 002E,752,2.066696
3113,E01003113,Lambeth 032A,418,0.2446991
3114,E01003114,Lambeth 032B,175,-1.080886
3115,E01003115,Lambeth 034A,291,-0.4480963
3116,E01003116,Lambeth 029A,423,0.2719745
3117,E01003117,Lambeth 029B,303,-0.3826353
3118,E01003118,Lambeth 029C,433,0.3265253
3119,E01003119,Lambeth 032C,337,-0.1971626
3120,E01003120,Lambeth 032D,494,0.6592853
3121,E01003121,Lambeth 006B,365,-0.04442028
3122,E01003122,Lambeth 004D,304,-0.3771803
3123,E01003123,Lambeth 006C,230,-0.7808563
3124,E01003124,Lambeth 006D,371,-0.01168979
3125,E01003125,Lambeth 006E,349,-0.1317016
3126,E01003126,Lambeth 008D,353,-0.1098813
3127,E01003127,Lambeth 010E,270,-0.562653
3128,E01003128,Lambeth 008E,380,0.03740595
3129,E01003129,Lambeth 004E,292,-0.4426412
3130,E01003130,Lambeth 026A,191,-0.9936045
3131,E01003131,Lambeth 026B,279,-0.5135573
3132,E01003132,Lambeth 024A,1274,4.914249
3133,E01003133,Lambeth 027C,343,-0.1644321
3134,E01003134,Lambeth 027D,263,-0.6008386
3135,E01003135,Lambeth 026C,429,0.304705
3136,E01003136,Lambeth 022A,345,-0.1535219
3137,E01003137,Lambeth 022B,531,0.8611233
3138,E01003138,Lambeth 026D,163,-1.146347
3139,E01003139,Lambeth 035A,194,-0.9772393
3140,E01003140,Lambeth 035B,202,-0.9335986
3141,E01003141,Lambeth 034B,352,-0.1153363
3142,E01003142,Lambeth 035C,249,-0.6772098
3143,E01003143,Lambeth 035D,449,0.4138066
3144,E01003144,Lambeth 034C,460,0.4738125
3145,E01003145,Lambeth 034D,437,0.3483456
3146,E01003146,Lambeth 035E,293,-0.4371862
3147,E01003147,Lambeth 034E,349,-0.1317016
3148,E01003148,Lambeth 032E,239,-0.7317606
3149,E01003149,Lambeth 030D,579,1.122967
3150,E01003150,Lambeth 032F,498,0.6811056
3151,E01003151,Lambeth 026E,393,0.108322
3152,E01003152,Lambeth 027E,173,-1.091796
3153,E01003153,Lambeth 029D,185,-1.026335
3154,E01003154,Lambeth 030E,354,-0.1044262
3155,E01003155,Lambeth 029E,415,0.2283338
3156,E01003156,Lambeth 023B,293,-0.4371862
3157,E01003157,Lambeth 023C,152,-1.206353
3158,E01003158,Lambeth 023D,145,-1.244538
3159,E01003159,Lambeth 022C,371,-0.01168979
3160,E01003160,Lambeth 022D,337,-0.1971626
3161,E01003161,Lambeth 023E,291,-0.4480963
3162,E01003162,Lambeth 022E,354,-0.1044262
3163,E01003163,Lambeth 023F,201,-0.9390537
3164,E01003164,Lambeth 025A,286,-0.4753717
3165,E01003165,Lambeth 025B,381,0.04286103
3166,E01003166,Lambeth 028D,245,-0.6990301
3167,E01003167,Lambeth 028E,349,-0.1317016
3168,E01003168,Lambeth 025C,475,0.5556387
3169,E01003169,Lambeth 025D,392,0.1028669
3170,E01003170,Lambeth 025E,328,-0.2462583
3171,E01003171,Lambeth 020B,401,0.1519627
3172,E01003172,Lambeth 024B,357,-0.08806093
3173,E01003173,Lambeth 020C,219,-0.8408622
3174,E01003174,Lambeth 024C,356,-0.09351601
3175,E01003175,Lambeth 024D,470,0.5283633
3176,E01003176,Lambeth 016E,344,-0.158977
3177,E01003177,Lambeth 020D,313,-0.3280845
3178,E01003178,Lambeth 020E,365,-0.04442028
3179,E01003179,Lambeth 024E,296,-0.4208209
3180,E01003180,Lambeth 005D,412,0.2119686
3181,E01003181,Lambeth 007A,456,0.4519922
3182,E01003182,Lambeth 009D,534,0.8774885
3183,E01003183,Lambeth 005E,609,1.28662
3184,E01003184,Lambeth 007B,378,0.02649578
3185,E01003185,Lambeth 007C,516,0.7792971
3186,E01003186,Lambeth 007D,336,-0.2026176
3187,E01003187,Lambeth 007E,486,0.6156446
3188,E01003188,Lambeth 009E,438,0.3538007
3189,E01003189,Lewisham 034A,406,0.1792381
3190,E01003190,Lewisham 034B,277,-0.5244675
3191,E01003191,Lewisham 034C,303,-0.3826353
3192,E01003192,Lewisham 034D,549,0.9593148
3193,E01003193,Lewisham 029A,409,0.1956033
3194,E01003194,Lewisham 029B,381,0.04286103
3195,E01003195,Lewisham 029C,211,-0.8845029
3196,E01003196,Lewisham 029D,402,0.1574177
3197,E01003197,Lewisham 029E,351,-0.1207914
3198,E01003198,Lewisham 009A,408,0.1901482
3199,E01003199,Lewisham 007A,141,-1.266359
3200,E01003200,Lewisham 009B,218,-0.8463173
3201,E01003201,Lewisham 007B,389,0.08650168
3202,E01003202,Lewisham 009C,145,-1.244538
3203,E01003203,Lewisham 009D,331,-0.2298931
3204,E01003204,Lewisham 007C,313,-0.3280845
3205,E01003205,Lewisham 007D,343,-0.1644321
3206,E01003206,Lewisham 007E,209,-0.895413
3207,E01003207,Lewisham 005A,362,-0.06078552
3208,E01003208,Lewisham 008A,216,-0.8572275
3209,E01003209,Lewisham 005B,254,-0.6499344
3210,E01003210,Lewisham 005C,305,-0.3717252
3211,E01003211,Lewisham 008B,310,-0.3444498
3212,E01003212,Lewisham 005D,278,-0.5190124
3213,E01003213,Lewisham 008C,293,-0.4371862
3214,E01003214,Lewisham 008D,245,-0.6990301
3215,E01003215,Lewisham 005E,142,-1.260904
3216,E01003216,Lewisham 025A,373,-0.000779625
3217,E01003217,Lewisham 022A,272,-0.5517429
3218,E01003218,Lewisham 022B,173,-1.091796
3219,E01003219,Lewisham 025B,172,-1.097251
3220,E01003220,Lewisham 022C,529,0.8502131
3221,E01003221,Lewisham 025C,441,0.3701659
3222,E01003222,Lewisham 022D,222,-0.824497
3223,E01003223,Lewisham 025D,196,-0.9663291
3224,E01003224,Lewisham 022E,297,-0.4153658
3225,E01003225,Lewisham 015A,145,-1.244538
3226,E01003226,Lewisham 019A,180,-1.05361
3227,E01003227,Lewisham 019B,203,-0.9281435
3228,E01003228,Lewisham 019C,323,-0.2735337
3229,E01003229,Lewisham 019D,406,0.1792381
3230,E01003230,Lewisham 019E,321,-0.2844439
3231,E01003231,Lewisham 015B,240,-0.7263055
3232,E01003232,Lewisham 015C,283,-0.491737
3233,E01003233,Lewisham 015D,256,-0.6390242
3234,E01003234,Lewisham 036A,415,0.2283338
3235,E01003235,Lewisham 036B,441,0.3701659
3236,E01003236,Lewisham 032A,346,-0.1480668
3237,E01003237,Lewisham 032B,314,-0.3226294
3238,E01003238,Lewisham 032C,306,-0.3662701
3239,E01003239,Lewisham 032D,346,-0.1480668
3240,E01003240,Lewisham 036C,337,-0.1971626
3241,E01003241,Lewisham 036D,452,0.4301718
3242,E01003242,Lewisham 032E,402,0.1574177
3243,E01003243,Lewisham 036E,392,0.1028669
3244,E01003244,Lewisham 001A,196,-0.9663291
3245,E01003245,Lewisham 001B,225,-0.8081317
3246,E01003246,Lewisham 002A,363,-0.05533044
3247,E01003247,Lewisham 001C,187,-1.015425
3248,E01003248,Lewisham 002B,227,-0.7972216
3249,E01003249,Lewisham 001D,220,-0.8354071
3250,E01003250,Lewisham 001E,275,-0.5353776
3251,E01003251,Lewisham 002C,216,-0.8572275
3252,E01003252,Lewisham 002D,241,-0.7208504
3253,E01003253,Lewisham 002E,376,0.01558562
3254,E01003254,Lewisham 021A,296,-0.4208209
3255,E01003255,Lewisham 021B,163,-1.146347
3256,E01003256,Lewisham 028A,443,0.3810761
3257,E01003257,Lewisham 028B,778,2.208528
3258,E01003258,Lewisham 028C,384,0.05922627
3259,E01003259,Lewisham 028D,230,-0.7808563
3260,E01003260,Lewisham 021C,225,-0.8081317
3261,E01003261,Lewisham 021D,188,-1.00997
3262,E01003262,Lewisham 021E,197,-0.960874
3263,E01003263,Lewisham 023A,413,0.2174236
3264,E01003264,Lewisham 031A,423,0.2719745
3265,E01003265,Lewisham 031B,300,-0.3990006
3266,E01003266,Lewisham 031C,511,0.7520217
3267,E01003267,Lewisham 031D,304,-0.3771803
3268,E01003268,Lewisham 023B,244,-0.7044852
3269,E01003269,Lewisham 023C,291,-0.4480963
3270,E01003270,Lewisham 023D,154,-1.195443
3271,E01003271,Lewisham 023E,162,-1.151802
3272,E01003272,Lewisham 014A,228,-0.7917665
3273,E01003273,Lewisham 011A,152,-1.206353
3274,E01003274,Lewisham 014B,169,-1.113616
3275,E01003275,Lewisham 014C,639,1.450272
3276,E01003276,Lewisham 014D,224,-0.8135868
3277,E01003277,Lewisham 011B,323,-0.2735337
3278,E01003278,Lewisham 011C,242,-0.7153953
3279,E01003279,Lewisham 011D,190,-0.9990596
3280,E01003280,Lewisham 016A,380,0.03740595
3281,E01003281,Lewisham 016B,250,-0.6717547
3282,E01003282,Lewisham 013A,233,-0.7644911
3283,E01003283,Lewisham 013B,168,-1.119071
3284,E01003284,Lewisham 013C,258,-0.628114
3285,E01003285,Lewisham 016C,254,-0.6499344
3286,E01003286,Lewisham 013D,438,0.3538007
3287,E01003287,Lewisham 016D,223,-0.8190419
3288,E01003288,Lewisham 012A,438,0.3538007
3289,E01003289,Lewisham 012B,324,-0.2680786
3290,E01003290,Lewisham 012C,554,0.9865902
3291,E01003291,Lewisham 012D,512,0.7574767
3292,E01003292,Lewisham 017A,184,-1.03179
3293,E01003293,Lewisham 017B,264,-0.5953835
3294,E01003294,Lewisham 017C,283,-0.491737
3295,E01003295,Lewisham 017D,339,-0.1862524
3296,E01003296,Lewisham 012E,209,-0.895413
3297,E01003297,Lewisham 003A,556,0.9975003
3298,E01003298,Lewisham 004A,205,-0.9172334
3299,E01003299,Lewisham 003B,220,-0.8354071
3300,E01003300,Lewisham 004B,359,-0.07715077
3301,E01003301,Lewisham 003C,141,-1.266359
3302,E01003302,Lewisham 003D,286,-0.4753717
3303,E01003303,Lewisham 004C,656,1.543009
3304,E01003304,Lewisham 004D,250,-0.6717547
3305,E01003305,Lewisham 003E,574,1.095692
3306,E01003306,Lewisham 004E,422,0.2665194
3307,E01003307,Lewisham 024A,201,-0.9390537
3308,E01003308,Lewisham 024B,269,-0.5681081
3309,E01003309,Lewisham 027A,327,-0.2517134
3310,E01003310,Lewisham 027B,472,0.5392735
3311,E01003311,Lewisham 027C,223,-0.8190419
3312,E01003312,Lewisham 027D,215,-0.8626825
3313,E01003313,Lewisham 027E,275,-0.5353776
3314,E01003314,Lewisham 024C,263,-0.6008386
3315,E01003315,Lewisham 024D,336,-0.2026176
3316,E01003316,Lewisham 024E,235,-0.7535809
3317,E01003317,Lewisham 020A,228,-0.7917665
3318,E01003318,Lewisham 020B,833,2.508558
3319,E01003319,Lewisham 018A,316,-0.3117193
3320,E01003320,Lewisham 018B,260,-0.6172039
3321,E01003321,Lewisham 020C,628,1.390266
3322,E01003322,Lewisham 020D,290,-0.4535514
3323,E01003323,Lewisham 018C,341,-0.1753422
3324,E01003324,Lewisham 020E,280,-0.5081022
3325,E01003325,Lewisham 018D,341,-0.1753422
3326,E01003326,Lewisham 035A,748,2.044876
3327,E01003327,Lewisham 035B,247,-0.6881199
3328,E01003328,Lewisham 035C,385,0.06468136
3329,E01003329,Lewisham 033A,277,-0.5244675
3330,E01003330,Lewisham 033B,271,-0.557198
3331,E01003331,Lewisham 033C,475,0.5556387
3332,E01003332,Lewisham 033D,439,0.3592558
3333,E01003333,Lewisham 035D,254,-0.6499344
3334,E01003334,Lewisham 033E,632,1.412087
3335,E01003335,Lewisham 035E,396,0.1246873
3336,E01003336,Lewisham 010A,388,0.0810466
3337,E01003337,Lewisham 010B,311,-0.3389947
3338,E01003338,Lewisham 006A,397,0.1301423
3339,E01003339,Lewisham 006B,403,0.1628728
3340,E01003340,Lewisham 006C,202,-0.9335986
3341,E01003341,Lewisham 006D,251,-0.6662996
3342,E01003342,Lewisham 010C,208,-0.9008681
3343,E01003343,Lewisham 006E,333,-0.2189829
3344,E01003344,Lewisham 010D,231,-0.7754012
3345,E01003345,Lewisham 010E,214,-0.8681376
3346,E01003346,Lewisham 026A,252,-0.6608445
3347,E01003347,Lewisham 030A,281,-0.5026471
3348,E01003348,Lewisham 030B,278,-0.5190124
